Movie_id,Movie_Title,Released_Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
12928,Airlift,-2004,136 min,"Drama, Romance",3.5,152,Puri Jagannadh,Tusshar Kapoor,Gracy Singh,Amrita Arora
12931,Time Out,-1996,144 min,"Action, Drama",4.6,83,Sanjay Khanna,Sunil Shetty,Anjali Jathar,Anupam Kher
12936,Fitoor,-1969,168 min,"Thriller, Mystery",6.1,32,S.S. Vasan,Rajendra Kumar,Waheeda Rehman,Mehmood
12939,Isai,-1986,157 min,"Action, Adventure, Crime",6.9,40,Pramod Chakravorty,Rajesh Khanna,Shabana,Ashok Kumar
12942,Kaaki Sattai,-1982,127 min,Comedy,7.2,446,Basu Chatterjee,Ashok Kumar,A.K. Hangal,Utpal Dutt
12944,Mukhtiar Chadha,-2016,125 min,"Comedy, Drama",6.1,30,Anil Chorasiya,Seema Bilong,Sunil Chourasiya,Ankit Gajera
12946,Shivam,-2008,149 min,"Crime, Drama, Thriller",7.3,"3,995",Samar Khan,Rahul Bose,Javed Jaffrey,Minissha Lamba
12957,Nenu Sailaja,-1950,144 min,Drama,7.4,15,Sohrab Modi,Sohrab Modi,Naseem Banu,Pushpa Hans
12958,Game: He Plays to Win,-1986,113 min,Drama,7.2,53,Basu Chatterjee,Mithun Chakraborty,Moon Moon Sen,Vijayendra Ghatge
12964,Arctic Justice,-2011,115 min,Comedy,3.9,34,C.M. Jain,Jatin Grewal,Hina Tasleem,Monalisa
12966,Papanasam,-1964,120 min,Drama,6.5,13,Khwaja Ahmad Abbas,David Abraham,Anwar Hussain,Manmohan Krishna
12969,Pyaar Ka Punchnama 2,-1947,133 min,Romance,4.2,5,P.L. Santoshi,Rehana,Indumati,Nasir Khan
12970,Drishyam,-2020,62 min,"Comedy, Crime",8.5,92,Saurabh Gulab Rao,Naman Bhati,Akshay Kaushal,Atul Kaushal
12974,Malli Malli Idhi Rani Roju,-1956,112 min,"Action, Adventure, Comedy",5.4,9,Ramchandra Thakur,Master Bhagwan,Shyama,Mahipal
12977,RangiTaranga,-2017,110 min,Horror,4,20,Sameer Khan,Iti Acharya,Asif Basra,Nirab Hossain
12993,Udta Punjab,-1999,125 min,Action,5.1,56,T.L.V. Prasad,Asrani,Mithun Chakraborty,Pinky Chinoy
13009,Yagavarayinum Naa Kakka,-1990,145 min,"Action, Fantasy, Thriller",4.5,81,K.R. Reddy,Jeetendra,Rekha,Rishi Kapoor
13013,Valiyavan,-2000,135 min,"Action, Mystery",3.6,28,Bobby Raj,Abhishek Kapoor,Vikas Bhalla,Ayesha Jhulka
13014,Temper,-1968,139 min,"Mystery, Thriller",6.6,111,Atma Ram,Asha Parekh,Dharmendra,Sanjeev Kumar
13017,Happy Journey,-2020,118 min,"Drama, History, Romance",3.8,"6,399",Vidhu Vinod Chopra,Sadia Khateeb,Aadil Khan,Zain Khan Durrani
13018,Urumeen,-2000,160 min,"Crime, Drama, Thriller",4.6,431,N. Chandra,Govinda,Tabu,Karisma Kapoor
13020,Romeo Juliet,-1963,139 min,"Action, Adventure, Horror",5.7,41,Mohammed Hussain,Ajit,Ragini,Helen
13023,Rajathandhiram,-1991,162 min,"Action, Adventure",5.6,55,Latif Faiziyev,Umesh Mehra,Mithun Chakraborty,Naseeruddin Shah
13024,Purampokku,-1953,110 min,Drama,7,41,Ramesh Saigal,Dilip Kumar,Nalini Jaywant,Durga Khote
13026,Orange Mittai,-2005,162 min,Drama,4.9,"1,061",John Mathew Matthan,Ajay Devgn,Shahid Kapoor,Bipasha Basu
13028,Nannbenda,-1979,125 min,"Drama, Family",5.6,9,S. Ramanathan,Raj Kiran,Sushma Verma,Beena Banerjee
13032,Mrs. Scooter,-2020,129 min,"Comedy, Romance",4.6,"1,322",Ramesh Sippy,Hema Malini,Rajkummar Rao,Rakul Preet Singh
13034,Dohchay,-2012,139 min,Drama,8.1,"6,922",Anand Gandhi,Aydah El-Kashef,Yogesh Shah,Faraz Khan
13035,Hero,-1977,140 min,"Biography, Drama",7,229,Ashok V. Bhushan,Sudhir Dalvi,Manoj Kumar,Rajendra Kumar
13036,Katti Batti,-2001,150 min,"Drama, Mystery",4.8,178,Deepak Balraj Vij,Anand Balraj,Sudhir Dalvi,Dharmendra
13040,Mythri,-2012,111 min,Romance,4.2,"1,023",Bela Segal,Freny Bhagat,Dinyar Contractor,Nauheed Cyrusi
13056,Mitwaa,-1989,161 min,"Action, Crime, Drama",8.1,"3,399",Ram Gopal Varma,Nagarjuna Akkineni,Amala Akkineni,Raghuvaran
13057,Fireman,-2006,160 min,"Action, Crime, Drama",3.9,330,Ram Gopal Varma,Mohit Ahlawat,Priyanka Kothari,Vinod Jaywant
13059,Shimla Mirchi,-1985,125 min,"Action, Adventure, Fantasy",4.6,49,Raj N. Sippy,Jackie Shroff,Poonam Dhillon,Vinod Mehra
13063,Ek Paheli Leela,-1988,153 min,"Action, Crime, Drama",4.7,29,Anand,Shatrughan Sinha,Govinda,Anita Raj
13064,Mylanchi Monjulla Veedu,-2016,153 min,"Action, Adventure, Drama",6.2,"9,909",Ajay Devgn,Ajay Devgn,Abigail Eames,Erika Kaar
13072,Dirty Politics,-2004,100 min,"Comedy, Drama",4.2,14,Vijay Ghatge,Divya Dutta,Prithvi Sankhala,Vineet Kumar
13073,Herogiri,-2012,105 min,"Drama, Romance",6.2,19,Sudipto Chattopadhyay,Lillete Dubey,Bharat Kaul,Anupam Kher
13080,Maha Maha,-2018,67 min,Thriller,5.2,101,Deepak Ramteke,Mayank Agarwal,Avinash Baviskar,Anil Bhavnani
13084,Badmashiyaan,-1961,135 min,"Drama, Family",7.3,48,Ramesh Saigal,Dhumal,Jeevan Kala,Ruby Mayer
13085,Aadu,-1992,165 min,"Action, Comedy, Drama",6.5,932,David Dhawan,Govinda,Divya Bharti,Gulshan Grover
13089,Bheetu: Coward,-1975,162 min,"Action, Adventure, Comedy",8.2,"52,511",Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan
13092,Hey Bro,-1999,138 min,"Action, Crime, Drama",7.7,"2,932",Eeshwar Nivas,Manoj Bajpayee,Raveena Tandon,Sayaji Shinde
13093,Gour Hari Dastaan: The Freedom File,-2006,100 min,Drama,6.8,31,Arindam Mitra,Sohrab Ardeshir,Seema Biswas,Tulip Joshi
13095,Jil,-1988,147 min,Drama,5,8,Shyam Ralhan,Rajan Sippy,Mandakini,Deepti Naval
13100,Dilwale,-2007,122 min,"Action, Crime, History",7.1,"9,607",Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty
13101,Shajarur Kanta,-2013,155 min,"Action, Biography, Crime",5.9,"6,439",Sanjay Gupta,Anil Kapoor,John Abraham,Manoj Bajpayee
13102,You Too Brutus,-1972,170 min,Drama,7.2,337,Manoj Kumar,Manoj Kumar,Jaya Bachchan,Prem Nath
13103,Uvaa,-2010,112 min,"Crime, Drama",7.2,"3,502",Krishna D.K.,Raj Nidimoru,Sendhil Ramamurthy,Tusshar Kapoor
13104,Seconds,-2016,125 min,Drama,6.6,145,Amira Bhargava,Rahul V. Chittella,Satish Raj Kasireddi,Pratik Kothari
13105,Sardaar Gabbar Singh,-2016,132 min,Drama,5.7,268,Pranav Singh,Jitendra Tiwari,Jimmy Sheirgill,Ashutosh Rana
13106,Komban,-2013,146 min,"Action, Crime, Drama",2.3,252,Susi Ganesan,Neil Nitin Mukesh,Ameesha Patel,Puja Gupta
13107,Dobaara: See Your Evil,-2016,101 min,"Adventure, Drama, Mystery",6.4,70,Amitabha Singh,Jimmy Sheirgill,Aashi Rawal,Stuti Dwivedi
13108,3 Storeys,-2009,142 min,"Comedy, Drama",3.4,884,Neeraj Vora,Anil Kapoor,Sanjay Dutt,Akshaye Khanna
13109,Happy Go Lucky,-2013,95 min,Drama,6.5,444,Neeraj Ghaywan,Siddharth Gupt,Rohit Pandey,Anirban Roy
13112,Ennum Eppozhum,-2007,108 min,"Action, Drama, Music",3.6,114,Raju Khan,Tushar Jalota,Mrinalini Sharma,Vishal Agarwala
13118,Barkhaa,-1981,139 min,"Drama, Family",7.3,18,Anil Sharma,Rakhee Gulzar,Suresh Oberoi,Deepak Parashar
13125,Oru Vadakkan Selfie,-2013,109 min,"Sci-Fi, Thriller",6.3,269,Rajesh Bachchani,Hussain Kuwajerwala,Anjali Patil,Shivani Tanksale
13126,Ae Dil Hai Mushkil,-1955,168 min,"Comedy, Crime, Drama",8,"2,612",Raj Kapoor,Nargis,Raj Kapoor,Nadira
13127,Housefull 3,-1962,139 min,"Adventure, Drama, Fantasy",7.5,6,S.S. Dharwadkar,Mahipal,Sahira,Indira
13130,Prithvi,-1971,136 min,"Adventure, Drama, History",7,6,Babubhai Mistry,Abhi Bhattacharya,Jayshree Gadkar,Mahipal
13137,Cosmic Sex,-2017,93 min,Drama,7.2,92,Sandeep Mohan,Arjun Radhakrishnan,Falah Faisal,Chandan Gill
13138,Kothanodi,-1993,152 min,"Comedy, Romance",4.8,135,Deepak Anand,Rishi Kapoor,Urmila Matondkar,Bindu
13142,Coffee Ani Barach Kahi,-1985,143 min,"Musical, Drama",8.2,19,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ramana Murthi J.V.,Jyotirmayi
13162,Haram,-1960,146 min,"Action, Crime, Drama",7,68,S.M. Abbas,Raj Kapoor,Shakila,Mehmood
13163,Bhaskar the Rascal,-1982,145 min,"Comedy, Drama, Family",6.4,139,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan
13165,Kunjiramayanam,-1968,160 min,"Drama, Family",6.6,29,Ram Dayal,Kishore Kumar,I.S. Johar,Jeevan
13168,Highway,-2013,126 min,"Drama, History",5,7,Kumaar Aadarsh,Kumaar Aadarsh,Sahil Khan,Khushi Mukherjee
13171,S/O Satyamurthy,-1983,138 min,"Comedy, Drama",6.3,16,K. Viswanath,Rati Agnihotri,Asrani,Utpal Dutt
13172,Rana Vikrama,-2017,119 min,"Comedy, Romance",6.9,"9,094",R.S. Prasanna,Ayushmann Khurrana,Bhumi Pednekar,Seema Bhargava
13173,Chalk N Duster,-2020,117 min,"Comedy, Romance",5.8,"8,208",Hitesh Kewalya,Ayushmann Khurrana,Jitendra Kumar,Gajraj Rao
13174,The Silence,-2020,52 min,Horror,4.5,67,Pankaz Singh Tanwar,Simran Ahemad,Nemi Chand,Jaya Goswami
13175,Ishqedarriyaan,-2013,141 min,"Comedy, Drama, Romance",6,"8,447",Maneesh Sharma,Sushant Singh Rajput,Parineeti Chopra,Rishi Kapoor
13176,Nanak Shah Fakir,-2017,114 min,"Crime, Drama, Thriller",7.9,374,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada
13180,Ottaal,-2020,90 min,Drama,6.4,678,Bishnu Dev Halder,Divyendu Sharma,Shweta Basu Prasad,Sheetal Thakur
13183,Sandook,-2004,144 min,"Musical, Drama, Family",5.1,148,Anupam Sinha,Anupam Kher,Aftab Shivdasani,Shriya Saran
13186,Masaan,-2014,99 min,Drama,7.2,68,Aarti S. Bagdi,Amrit Raj Gupta,Krishan Hooda,Shishir Jha
13187,Chauthi Koot,-2019,142 min,Drama,6.6,9,Heena Dsouza,Avalokita Dutt,Praveen Fernandes,Hanish Kalia
13189,Jackson Durai,-2011,76 min,"Comedy, Drama",6.2,111,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar
13195,Warrior Savitri,-1990,123 min,Documentary,7.5,77,Mani Kaul,Mita Vashisht,Muhar Biswas,Ranjana Srivastava
13197,The Violin Player,-2013,96 min,Drama,7.3,671,Richie Mehta,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora
13201,Chandrettan Evideya,-2009,110 min,"Crime, Drama, Mystery",6.4,262,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri
13204,Wedding Pullav,-1999,144 min,"Action, Drama",3.9,12,T.L.V. Prasad,Mithun Chakraborty,Manek Bedi,Monica Bedi
13205,Amanush 2,-1989,180 min,"Action, Drama",4.5,35,K. Bapaiah,Mahesh Anand,Asrani,Brahmachari
13209,Timepass 2,-2004,100 min,Thriller,2.9,13,Sanjay Srinivas,Tom Alter,Salil Ankola,Sonali Kulkarni
13210,Belaseshe,-2015,105 min,Drama,6.2,13,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
13211,Kadambari,-2021,136 min,"Crime, Thriller",6.6,"3,324",Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar
13214,Rebellious Flower,-2005,134 min,Drama,4,696,Khalid Mohamed,Tabu,Bhoomika Chawla,Riya Sen
13215,Oru Second Class Yathra,-1981,182 min,"Drama, Family, Romance",7.3,"2,603",Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Jaya Bachchan
13216,India Pakistan,-1999,150 min,"Comedy, Drama, Romance",2.5,209,Shrabani Deodhar,Karisma Kapoor,Chandrachur Singh,Aruna Irani
13217,Bangali Babu English Mem,-2018,45 min,"Drama, Romance",7.1,168,Tanuja Chandra,Kartik Aaryan,Amal Farooque,Maaman Memon
13223,Great Grand Masti,-2002,157 min,"Action, Drama",8.5,66,S. Narayan,Vishnuvardhan,Meena,Bhanupriya
13225,Family Album,-2018,158 min,"Action, Comedy, Crime",5.6,"15,244",Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan
13226,Judge Singh LLB,-2017,124 min,"Crime, Drama, Thriller",5.1,"3,254",Hansal Mehta,Kangana Ranaut,Sohum Shah,Esha Tewari
13231,Lailaa O Lailaa,-2019,64 min,"Documentary, Family, History",9.3,36,Sapna Bhavnani,Leila Advani,Laj Badlani,Chaho Bhara
13233,Nee-Na,-1987,162 min,"Comedy, Drama",5.1,113,K. Ravi Shankar,Shashi Kapoor,Govinda,Neelam Kothari
13241,Premam,-1960,135 min,"Crime, Thriller",6.5,71,Shakti Samanta,Shammi Kapoor,Padmini,Maria Menado
13242,Rani Padmini,-2015,141 min,"Action, Comedy",5,"7,891",Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta
13243,Ghayal Once Again,-2008,135 min,"Action, Comedy, Crime",5.7,"14,526",Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri
13244,Guddu Rangeela,-2013,134 min,"Action, Drama",5.6,"2,200",Anil Sharma,Sunny Deol,Urvashi Rautela,Prakash Raj
13245,36 Vayadhinile,-2011,143 min,"Action, Crime, Drama",6.8,"14,788",Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj
13246,Lion,-2019,141 min,"Action, Drama",5.5,96,Navaniat Singh,Priyanka Arya,Sonam Bajwa,Kartar Cheema
13247,Ayal Njanalla,-2014,142 min,"Action, Crime, Drama",5.7,"7,675",Rohit Shetty,Ajay Devgn,Kareena Kapoor,Amole Gupte
13248,Shuddhi,-1986,161 min,"Action, Adventure, Romance",5.1,14,Krishna Ghattamaneni,Bharat Bhushan,Leena Das,Gulshan Grover
13254,Singham123,-2005,138 min,"Drama, Romance, Thriller",4.2,387,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja
13262,Dynamite,-2018,99 min,"Drama, Romance",7.7,"5,461",Rohena Gera,Tillotama Shome,Vivek Gomber,Geetanjali Kulkarni
13263,Gurgaon,-1993,151 min,"Crime, Drama, Romance",6.2,336,Mahesh Bhatt,Naseeruddin Shah,Pooja Bhatt,Atul Agnihotri
13266,Dongata,-2007,160 min,Romance,3.4,8,Raja Bundela,Zeenat Aman,Raj Babbar,Arun Bakshi
13267,Jamai 420,-2008,135 min,Drama,5.8,96,Rajatesh Nayyar,Kay Kay Menon,Manisha Koirala,Ranvir Shorey
13269,Mosagallaku Mosagadu,-2005,125 min,"Drama, Thriller",5.1,73,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar,Sonu Sood
13286,Demonte Colony,-1980,125 min,"Drama, Family",6.5,24,Meraj,Mithun Chakraborty,Zarina Wahab,Kanhaiyalal Chaturvedi
13291,Miss Tanakpur Haazir Ho,-2007,188 min,"Action, Drama, Thriller",7.5,"18,422",S. Shankar,Rajinikanth,Shriya Saran,Suman
13292,Gadaar: The Traitor,-2006,112 min,Action,5.5,86,Karu Pazhaniappan,Upendra Limaye,Mamta Mohandas,Raghuvaran
13295,Pandaga Chesko,-2016,133 min,Drama,6.9,210,Chandrakant Singh,Seema Azmi,Shweta Bhardwaj,Hrishitaa Bhatt
13297,Vitamin She,-2013,138 min,"Drama, Romance, Thriller",6.3,"1,680",Raj Purohit,Wamiqa Gabbi,Izabelle Leite,Mehak Manwani
13298,Srimanthudu,-2012,97 min,Horror,5.3,63,Aziz Naser,Habeeb Aidroos,Habib Al Aidroos,Zarine Ali
13303,Bandhan,-2021,107 min,"Drama, Family, Sport",6.6,"1,154",Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta
13305,Paglu 2,-1973,118 min,"Action, Drama",7.1,49,Raj Khosla,Vinod Khanna,Moushumi Chatterjee,Kabir Bedi
13315,Shubhodristi,-2000,154 min,"Drama, Musical, Mystery",6.5,276,Priyadarshan,Jyotika,Sharbani Mukherji,Tabu
13317,Uriyadi,-1999,169 min,"Action, Drama",6.5,270,K.S. Ravikumar,Chiranjeevi,Meena,Vijayakumar
13319,Ki & Ka,-2013,137 min,"Adventure, Comedy, Drama",5.9,680,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee
13321,Hotath Bristi,-2002,145 min,"Drama, Mystery, Thriller",4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar
13323,Lukka Chuppi,-2005,137 min,"Comedy, Drama, Romance",7.4,"7,475",Imtiaz Ali,Abhay Deol,Ayesha Takia,Ayesha Jhulka
13331,Nirnnayakam,-1948,143 min,"Drama, Romance",7.2,6,Kidar Nath Sharma,Begum Para,Bharat Bhushan,Geeta Bali
13332,Innimey Ippadithaan,-1985,142 min,"Action, Drama, Romance",6.1,263,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol
13335,Vajrakaya,-1958,104 min,"Musical, Romance",5.9,9,Raja Nawathe,Bharat Bhushan,Nimmi,Om Prakash
13339,Rangbaaz,-2014,94 min,Drama,6.9,"1,589",Jeffrey D. Brown,Gillian Anderson,David Arquette,Priyanka Bose
13341,M.L.A. Fatakesto,-1998,156 min,"Action, Drama, Musical",6.2,"2,757",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Preity Zinta
13344,Romeo,-1958,135 min,"Comedy, Romance, Thriller",7,140,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev
13345,Bindaas,-1979,140 min,Drama,6,22,Bharathiraja,Adil Amaan,Kulbhushan Kharbanda,Madhukar
13347,Hello Memsaheb,-1956,128 min,"Comedy, Drama, Romance",5.1,9,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee
13351,Asura,-2009,94 min,"Fantasy, Horror",5.5,8,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen
13353,Eli,-1964,80 min,Action,2.8,28,Sultan,Bipin Gupta,Kamran,Leela Kumari
13355,Naxal,-2012,141 min,"Action, Comedy",4,"9,060",Ashwani Dhir,Anil Devgan,Ajay Devgn,Sanjay Dutt
13359,Jilebi,-2013,102 min,"Drama, Mystery, Thriller",3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani
13361,Sesh Anka,-2014,127 min,"Comedy, Drama",5.3,980,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal
13365,Indru Netru Naalai,-2019,143 min,"Action, Crime, Drama",8.1,"9,572",Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana
13369,Lipstick Under My Burkha,-1958,171 min,"Drama, Romance",6,34,Shaheed Latif,Talat Mahmood,Balraj Sahni,Nutan
13374,Six X,-1988,163 min,"Action, Family",4.8,90,K. Bapaiah,Jeetendra,Dharmendra,Nutan
13376,Te3n,-2018,97 min,"Crime, Drama",7.2,"2,528",Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla
13378,Lens,-2012,85 min,"Animation, Drama, Musical",6.7,77,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino,Devansh Doshi
13380,Waiting,-2018,138 min,"Comedy, Romance",7.1,"20,000",Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
13384,Sultan,-2020,153 min,Drama,9.1,"83,029",Sudha Kongara,Suriya,Madhavan,Paresh Rawal
13386,Uppi 2,-2018,131 min,"Biography, Drama, Sport",7.4,"4,648",Shaad Ali,Diljit Dosanjh,Taapsee Pannu,Angad Bedi
13387,Radiopetti,-1988,153 min,Comedy,5.6,60,Jagdeep,Jagdeep,Agha,Amitabh Bachchan
13388,Romance Complicated,-1999,168 min,"Action, Drama",6.3,"2,820",E.V.V. Satyanarayana,Pranavanand,Amitabh Bachchan,Soundarya
13391,Hero Naam Yaad Rakhi,-2008,154 min,"Comedy, Drama, Romance",6.1,"1,019",Onir,Shabana Azmi,Boman Irani,Sanjay Suri
13395,Angrej,-2013,114 min,Drama,5.8,34,Kumaar Aadarsh,Kumaar Aadarsh,Gagan Guru,Harman Preet Kaur
13398,Bãhubali 2: The Conclusion,-2010,99 min,"Drama, Mystery, Thriller",5.6,82,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani
13401,Maheshinte Prathikaaram,-2011,132 min,"Drama, Musical",7.1,826,Neerav Ghosh,Rajeev Khandelwal,Soha Ali Khan,Mrinalini Sharma
13402,Guddu Ki Gun,-2008,151 min,"Action, Drama",5.8,167,Siva,Tottempudi Gopichand,Anushka Shetty,Poonam Kaur
13403,Do Lafzon Ki Kahani,-1983,160 min,"Drama, Musical, Romance",5.7,196,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure
13404,Maari,-1989,136 min,"Drama, Family",5.3,55,Saawan Kumar Tak,Jeetendra,Rekha,Jaya Prada
13405,Acha Dhin,-2006,131 min,Thriller,4.7,43,Karan Razdan,Mahima Chaudhry,Padmini Kolhapure,Shakti Kapoor
13407,Hate Story 3,-1982,135 min,Drama,6.1,9,Biplab Roy Chowdhury,Utpal Dutt,Anita Kanwar,Amol Palekar
13408,Madhura Naranga,-2014,134 min,Action,5.9,31,V.K. Singh,Rati Agnihotri,Mansha Bahl,Rajniesh Duggall
13410,Superstar Kidnap,-2013,144 min,"Crime, Drama, Thriller",8,"52,354",Neeraj Pandey,Akshay Kumar,Anupam Kher,Manoj Bajpayee
13411,Madly,-2007,102 min,"Action, Crime, Thriller",2.9,513,Vikram Bhatt,Urmila Matondkar,Sanjay Suri,Zayed Khan
13415,Loham,-1999,103 min,"Crime, Drama",6.5,222,Dev Benegal,Rahul Bose,Laila Rouass,Shivaji Satam
13419,Thithi,-1968,155 min,"Action, Comedy, Romance",4.9,8,B.K. Adarsh,Dev Kumar,Jaymala Adarsh,K.N. Singh
13423,Love 24x7,-1975,166 min,"Drama, Fantasy",7.8,29,Bapu,N.T. Rama Rao,Janardhana Rao Arja,Saroja Devi B.
13424,KL 10 Patthu,-2004,174 min,"Action, Fantasy",4.6,203,Krishna Vamsi,Nithiin,Ananth,Jogi Brothers
13429,Besh Korechi Prem Korechi,-1960,204 min,"Drama, Musical",8.5,52,P. Pullaiah,N.T. Rama Rao,Savitri,Varalakshmi S.
13432,32aam Adhyayam 23aam Vaakyam,-2003,163 min,"Horror, Mystery",4.4,330,Pavan Kaul,Tanishaa Mukerji,Dino Morea,Karann Nathh
13437,Ennu Ninte Moideen,-2011,96 min,"Comedy, Drama, Family",7.8,"6,493",Amole Gupte,Partho A. Gupte,Numaan Sheikh,Abhishek Reddy
13442,James Bond,-1989,147 min,"Action, Crime, Drama",6.3,104,Gopal B.,Chiranjeevi,Bhanupriya,Jayamalini
13445,Digbhayam,-2014,120 min,"Crime, Drama, Thriller",7.5,90,Saad Khan,Kanika Batra,Gulshan Grover,Rohiet Nair
13447,Killing Veerappan,-1956,153 min,"Comedy, Drama",8.2,913,Amit Mitra,Sombhu Mitra,Pradeep Kumar,Sumitra Devi
13448,Calendar Girls,-2007,96 min,"Crime, Drama",6.2,24,Ananth Narayan Mahadevan,Salim Abubaker,Manuj Bhaskar,Shekhar Bhonsle
13449,Cinema Chupista Maava,-2012,89 min,Drama,5.6,29,Ananth Narayan Mahadevan,Jahangir Khan,Ananth Narayan Mahadevan,Navni Parihar
13452,Oru Naal Iravil,-1991,148 min,"Action, Drama",6.2,65,Veerendranath Yandamoori,Chiranjeevi,Vijayshanti,Nirosha
13456,Kapoor & Sons,-2009,110 min,"Comedy, Drama",5.8,350,Parvati Balagopalan,Vinay Pathak,Gul Panag,Anuj Chaudhary
13458,Sakalakala Vallavan,-2007,100 min,"Drama, Romance, Thriller",4.9,338,Aanand L. Rai,Jimmy Sheirgill,Kay Kay Menon,Sonali Kulkarni
13462,Idhu Enna Maayam,-1961,139 min,Fantasy,7.5,21,Shantaram Rajaram Vankudre,Shantaram Rajaram Vankudre,Sandhya,Rajshree
13464,Baadshaho,-2018,128 min,"Comedy, Horror",7.6,"29,900",Amar Kaushik,Rajkummar Rao,Shraddha Kapoor,Pankaj Tripathi
13467,Azhar,-2020,146 min,"Drama, Music",3.6,"5,930",Remo D'Souza,Varun Dhawan,Shraddha Kapoor,Prabhu Deva
13468,Godhi Banna Sadharana Mykattu,-1995,148 min,Action,5.2,16,Gopal B.,Ali,Brahmanandam,Devan
13469,Rangoon,-2009,96 min,"Action, Crime, Fantasy",3.7,"23,206",Andrzej Bartkowiak,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan
13470,Island City,-1938,135 min,Drama,6.3,15,Phani Majumdar,K.L. Saigal,Kanan Devi,Boken Chatto
13472,Ozhivudivasathe Kali,-2010,128 min,"Action, Crime, Drama",6.9,"1,014",Chandan Arora,Siddharth,Ankur Vikal,Anupam Kher
13475,MSG 2 the Messenger,-2014,100 min,Drama,6.5,31,Sanghamitra Chaudhuri,Zeenat Aman,Indrani Haldar,Shubh Mukherjee
13480,Chandi Veeran,-2012,146 min,"Comedy, Drama, Music",5.3,"16,038",Karan Johar,Sidharth Malhotra,Alia Bhatt,Varun Dhawan
13481,Vasuvum Saravananum Onna Padichavanga,-2019,146 min,"Action, Comedy, Drama",2.2,"17,483",Punit Malhotra,Tiger Shroff,Ananya Panday,Tara Sutaria
13482,Deool Band,-2003,121 min,"Comedy, Drama, Sport",2.6,121,Gaurav Pandey,Raveena Tandon,Alyy Khan,Salman Khan
13487,Pathemari,-2001,157 min,"Comedy, Musical, Mystery",6.7,"1,859",N. Chandra,Sharman Joshi,Sahil Khan,Riya Sen
13491,Shareek,-1954,107 min,Romance,5.4,9,Shantaram Rajaram Vankudre,Pradeep Kumar,Shantaram Rajaram Vankudre,Jayshree Gadkar
13501,Thinkal Muthal Velli Vare,-1971,180 min,"Action, Comedy, Drama",6.5,31,Tapi Chanakya,Sanjeev Kumar,Waheeda Rehman,Mohamad Ali Fardin
13502,Double Barrel,-1966,130 min,"Biography, Drama, History",8.2,41,Piyush Bose,Amar Dutta,Samar Chatterjee,Ashish Ghosh
13507,Khwada,-2005,105 min,Drama,7.2,13,Ramchandra P.N.,Sharada Devi,Bharathi Jain,Jagatpal Jain
13508,Talvar,-2005,139 min,"Action, Crime, Drama",3.7,35,Jeppi,Ashima Bhalla,Karunas,M.N. Nambiar
13509,Thoongaavanam,-2000,145 min,"Action, Crime, Drama",4,44,Raj Kapoor,Nassar,Prithviraj,Raghuvaran
13511,Duck Duck Goose,-1979,164 min,"Action, Drama, Musical",6.7,"1,053",Manmohan Desai,Shashi Kapoor,Amitabh Bachchan,Rekha
